Var;ALLSKY_KT_1;ALLSKY_KT_2;ALLSKY_KT_3;ALLSKY_SRF_ALB_1;ALLSKY_SRF_ALB_2;ALLSKY_SFC_LW_DWN_1;ALLSKY_SFC_LW_UP_1;ALLSKY_SFC_LW_UP_2;ALLSKY_SFC_PAR_TOT_1;ALLSKY_SFC_PAR_TOT_2;ALLSKY_SFC_SW_DWN_1;ALLSKY_SFC_SW_DWN_2;ALLSKY_SFC_SW_UP_1;ALLSKY_SFC_SW_UP_2;ALLSKY_SFC_SW_UP_3;ALLSKY_SFC_UV_INDEX_1;ALLSKY_SFC_UV_INDEX_2;ALLSKY_SFC_UV_INDEX_3;ALLSKY_SFC_UV_INDEX_4;ALLSKY_SFC_UVA_1;ALLSKY_SFC_UVA_2;ALLSKY_SFC_UVB_1;ALLSKY_SFC_UVB_2;CLRSKY_DAYS_1;CLRSKY_DAYS_2;CLRSKY_DAYS_3;CLRSKY_SRF_ALB_1;CLRSKY_SRF_ALB_2;CLRSKY_SRF_ALB_3;CLRSKY_SRF_ALB_4;CLRSKY_SRF_ALB_5;CLRSKY_SRF_ALB_6;CLRSKY_SFC_LW_DWN_1;CLRSKY_SFC_LW_UP_1;CLRSKY_SFC_LW_UP_2;CLRSKY_SFC_PAR_TOT_1;CLRSKY_SFC_PAR_TOT_2;CLRSKY_SFC_SW_DWN_1;CLRSKY_SFC_SW_DWN_2;CLRSKY_SFC_SW_UP_1;CLRSKY_SFC_SW_UP_2;CLRSKY_SFC_SW_UP_3;CLOUD_AMT_1;CLOUD_AMT_2;CLOUD_AMT_DAY_1;CLOUD_AMT_DAY_2;CLOUD_AMT_NIGHT_1;CLOUD_AMT_NIGHT_2;PW_1;PW_2;TS_1;U2M_1;U2M_2;U2M_3;EVLAND_1;EVLAND_2;EVLAND_3;EVPTRNS_1;EVPTRNS_2;EVPTRNS_3;V2M_1;V2M_2;V2M_3;GWETPROF_1;GWETPROF_2;RH2M_1;RH2M_2;GWETROOT_1;GWETROOT_2;QV2M_1;QV2M_2;RHOA_1;PS_1;Z0M_1;GWETTOP_1;GWETTOP_2;T2M_1;WD2M_1;WD2M_2;WD2M_3;WD2M_4;WD2M_5;WD2M_6;WS2M_1
ALLSKY_SFC_PAR_TOT5;0;0;0;0;0;0;0;0;-0.0233494653759628;0.964088397145877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_PAR_TOT6;0;0;0;0;0;0;0;0;0.0285686444378054;0.932517365504236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_PAR_TOT7;0;0;0;0;0;0;0;0;0.355597077322101;0.748806010976059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_PAR_TOT8;0;0;0;0;0;0;0;0;0.869525218498683;0.368318165896609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_PAR_TOT9;0;0;0;0;0;0;0;0;0.96658939003459;-0.00639495518621838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN0;0;0;0;0;0;0;0;0;0;0;0.928291004020704;-0.31225830001939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN1;0;0;0;0;0;0;0;0;0;0;0.967189937914474;-0.161818790048718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN10;0;0;0;0;0;0;0;0;0;0;0.944936010296709;-0.260089949653462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN11;0;0;0;0;0;0;0;0;0;0;0.928493348002533;-0.328360376040987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN2;0;0;0;0;0;0;0;0;0;0;0.926215061635005;0.021795107106562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN3;0;0;0;0;0;0;0;0;0;0;0.610377806370006;0.511276181907868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN4;0;0;0;0;0;0;0;0;0;0;0.124358547050479;0.860942652377982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN5;0;0;0;0;0;0;0;0;0;0;-0.0633949884833896;0.961690037019819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN6;0;0;0;0;0;0;0;0;0;0;-0.0133151338359124;0.929159502754531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN7;0;0;0;0;0;0;0;0;0;0;0.299924682286235;0.76311079799578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN8;0;0;0;0;0;0;0;0;0;0;0.828334390988035;0.431439050982005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_DWN9;0;0;0;0;0;0;0;0;0;0;0.958806892191713;0.0467115302838885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP0;0;0;0;0;0;0;0;0;0;0;0;0;0.749082384994223;-0.514605155963897;0.304546101293197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP1;0;0;0;0;0;0;0;0;0;0;0;0;0.769548280449225;-0.180066458020619;0.425469148911274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP10;0;0;0;0;0;0;0;0;0;0;0;0;0.773234920158306;-0.515286283708752;0.0254924191427063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP11;0;0;0;0;0;0;0;0;0;0;0;0;0.734224347613679;-0.590793206148073;0.175826192976529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP2;0;0;0;0;0;0;0;0;0;0;0;0;0.641643036173186;0.341416196271359;0.605115078420868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP3;0;0;0;0;0;0;0;0;0;0;0;0;0.505021561639763;0.687687156535722;0.357173384964557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP4;0;0;0;0;0;0;0;0;0;0;0;0;0.637523907361297;0.672068675968998;0.102396688519121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP5;0;0;0;0;0;0;0;0;0;0;0;0;0.836958185912966;0.386811222138;-0.276872317434312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP6;0;0;0;0;0;0;0;0;0;0;0;0;0.853012515832643;0.282874358335883;-0.325707452801426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP7;0;0;0;0;0;0;0;0;0;0;0;0;0.879156264150751;0.14025836920545;-0.391007098715558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP8;0;0;0;0;0;0;0;0;0;0;0;0;0.909717661191785;-0.0780995441719809;-0.339830412100935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_SW_UP9;0;0;0;0;0;0;0;0;0;0;0;0;0.889601396106732;-0.287613190010145;-0.197634572906471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.530289646696124;0.57343067700918;0.198406159741706;0.362512486465431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.683096326538432;0.443569369319705;0.097900932963189;-0.167258623009079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.664289465057827;0.424566817978382;-0.363930621050994;-0.0328437326917434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.501131783199284;0.695342715224288;0.0103263114695528;0.211334993666987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.766867415867246;0.117889010124948;0.00654550433336134;-0.443221072281263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.677210247765412;0.0346222697739281;0.478906399917464;-0.383260061036967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.812835197245018;-0.238381058364303;0.0900064950639317;0.126574883888545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.839008884471425;-0.325126145037322;-0.273638374964305;0.028166146730634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.834786380206023;-0.411712157781794;-0.116951735803104;0.0613022325035661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.621539233754478;-0.395976131093805;0.467381927433523;0.285687337825784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.86139554065234;-0.31276091063685;-0.113601099518049;0.0730508788856109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UV_INDEX9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.885241072002064;-0.0289919421688528;-0.229806721876621;0.021672749548094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.932403760677644;-0.313487698233692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.970660169118932;-0.171818535154392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.942442830402501;-0.283565850793474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.924379150686829;-0.342317072165199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.949660967196315;-0.00844205251375265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.708293736524425;0.46730393648252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.208917970846315;0.876024880826261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.045620533760057;0.964566624086759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026101912141004;0.937011287841126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.376805286540071;0.752607533050427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.889031966459813;0.334408289419636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVA9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.974121323406473;-0.0252316802628874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVB0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.85926816552492;-0.494020365987174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVB1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.928032306966487;-0.357285718638075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVB10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.900445630068903;-0.415927187673773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVB11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.851514660547138;-0.505596326055309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVB2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.964168195093686;-0.196874644760461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVB3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.957516816627253;0.110433223650349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVB4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.751787912166532;0.589133042274831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVB5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.442659879841191;0.870061900178652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVB6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.457709861305241;0.851961746762284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALLSKY_SFC_UVB7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.715402946908279;0.59627328553604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
